Country or area,AgeGroup,Sex,Divorced,Married,Other,Widowed
Turkey,[50-54],Men,1.406941865447793,95.44350807027567,1.621196971861167,1.5283530924153692
Turkey,[50-54],Women,2.013998000285673,83.60948435937723,1.8497357520354285,12.526781888301672
Turkey,[55-59],Men,1.2998143122411085,94.92215397800314,1.2783888015997746,2.4996429081559777
Turkey,[55-59],Women,2.0425653478074564,78.2031138408799,1.3712326810455409,18.383088130267105
Turkey,[60-64],Men,1.3069885446298146,92.74236949334973,1.429999231183217,4.520642730837241
Turkey,[60-64],Women,1.7770597738287561,67.78982998692207,1.4616508962227925,28.971459343026385
Turkey,[65+],Men,0.94976255936016,78.9052736815796,2.849287678080472,17.295676080979757
Turkey,[65+],Women,1.3,41.3,2.575000000000003,54.825
Ukraine,[15-19],Men,0.0,49.25,50.75,0.0
Ukraine,[15-19],Women,0.2399520095980804,61.18776244751051,38.55228954209157,0.019996000799840034
Ukraine,[20-24],Men,0.8166666666666668,65.28333333333333,33.900000000000006,0.0
Ukraine,[20-24],Women,2.5438791379693395,76.71628526994002,20.55098866918462,0.18884692290602087
Ukraine,[25-29],Men,2.9990003332222592,82.75574808397201,14.161946017994012,0.08330556481172942
Ukraine,[25-29],Women,6.587425016662964,83.32592757165075,9.386802932681618,0.6998444790046657
Ukraine,[30-34],Men,5.232461256457258,86.7022162972838,7.7320446592234475,0.3332777870354941
Ukraine,[30-34],Women,8.553654743390357,83.492557209509,6.554099089091309,1.3996889580093312
Ukraine,[35-39],Men,5.4,88.26666666666667,5.683333333333323,0.65
Ukraine,[35-39],Women,10.296567810729758,82.06153504387427,5.220482061535037,2.4214150838609356
Ukraine,[40-44],Men,5.7676279379896656,89.33155525920988,4.250708451408556,0.6501083513918987
Ukraine,[40-44],Women,11.619640079982226,80.25994223505887,4.199066874028006,3.9213508109309037
Ukraine,[45-49],Men,4.933333333333334,90.0,3.7833333333333314,1.2833333333333332
Ukraine,[45-49],Women,10.823647044119484,78.71516060492438,4.136982877140369,6.324209473815773
Ukraine,[50-54],Men,3.56,92.56,2.519999999999996,1.3599999999999999
Ukraine,[50-54],Women,7.000000000000001,81.38,3.700000000000003,7.920000000000001
Ukraine,[55-59],Men,2.7394521095780844,92.88142371525694,2.159568086382734,2.2195560887822436
Ukraine,[55-59],Women,5.74114822964593,76.65533106621324,3.900780156031203,13.702740548109624
Ukraine,[60-64],Men,3.4988337220926353,87.07097634121959,3.0989670109963328,6.331222925691436
Ukraine,[60-64],Women,7.566666666666667,50.6,6.099999999999994,35.73333333333333
Britain,[15-19],Men,0.009998000399920017,0.5198960207958409,99.46510697860428,0.004999000199960009
Britain,[15-19],Women,0.0199990000499975,2.3148842557872102,97.6551172441378,0.00999950002499875
Britain,[20-24],Men,0.4350217510875544,12.930646532326618,86.62933146657333,0.005000250012500626
Britain,[20-24],Women,1.1198320251962206,25.496175573663947,73.31900214967754,0.06499025146228067
Britain,[25-29],Men,3.0192451887028247,41.62959260184954,55.291177205698574,0.05998500374906275
Britain,[25-29],Women,4.86,54.50000000000001,40.46999999999999,0.17
Britain,[30-34],Men,6.2103105155257765,62.3481174058703,31.331566578328918,0.11000550027501375
Britain,[30-34],Women,8.234588270586471,69.66151692415379,21.74391280435978,0.359982000899955
Britain,[35-39],Men,8.143778433235015,71.79923011548267,19.80702894565816,0.24996250562415637
Britain,[35-39],Women,10.225,75.575,13.490000000000009,0.71
Britain,[40-44],Men,9.114544272786361,75.90120493975301,14.54927253637318,0.43497825108744564
Britain,[40-44],Women,11.270563528176408,77.66388319415971,9.645482274113704,1.4200710035501773
Britain,[45-49],Men,9.30906909309069,78.05219478052194,11.82381761823818,0.8149185081491851
Britain,[45-49],Women,11.261058629479683,78.17263957614836,7.767281451491968,2.799020342879992
Britain,[50-54],Men,8.713257348530295,79.56908618276344,10.24295140971806,1.4747050589882023
Britain,[50-54],Women,10.177964407118576,77.49950009998001,6.883623275344917,5.438912217556489
Britain,[55-59],Men,7.431655754910289,80.41381378379728,9.470738167824479,2.6837922934679392
Britain,[55-59],Women,8.676529388244703,74.41023590563775,6.767293082766884,10.14594162335066
Britain,[60-64],Men,6.013496625843539,80.39490127468133,8.812796800799788,4.778805298675331
Britain,[60-64],Women,7.193920911863221,68.3797430385442,7.003949407588877,17.422386642003698
Britain,[65+],Men,0.5994005994005994,72.02797202797203,7.3926073926074025,19.980019980019982
Britain,[65+],Women,0.6993006993006993,34.86513486513487,14.98501498501497,49.45054945054945
United States,[15-19],Men,0.08063735767506372,1.6514530851853049,98.25500757991162,0.012901977228010194
United States,[15-19],Women,0.23331919277619542,5.148172838009818,94.57608629780013,0.042421671413853716
United States,[20-24],Men,1.249340625780838,23.2627224520392,75.38243704711402,0.10549987506593742
United States,[20-24],Women,2.828229727953739,34.99277171770272,62.002891312918905,0.17610724142462875
United States,[25-29],Men,4.405885619100499,52.29317046085507,43.11493614658524,0.18600777345918934
United States,[25-29],Women,6.8397403894158755,59.615839398796545,33.126625850697636,0.41779436108994406
United States,[30-34],Men,7.036821221454535,67.07455811759483,25.62779211409861,0.2608285468520214
United States,[30-34],Women,9.60891505466779,69.41494953742641,20.27439024390243,0.7017451640033642
United States,[35-39],Men,8.418853873399328,73.804982895892,17.361426452335536,0.414736778373142
United States,[35-39],Women,11.596518761592238,72.52675131973176,14.586959623341443,1.28977029533457
United States,[40-44],Men,9.7009800861477,76.25632061926461,13.471502590673595,0.5711967039141019
United States,[40-44],Women,13.066329976216343,72.73688228558005,11.89182840532051,2.3049593328831075
United States,[45-49],Men,12.757448510297941,68.76624675064987,17.556488702259543,0.9198160367926417
United States,[45-49],Women,15.356928614277143,66.70665866826636,14.877024595080982,3.059388122375525
United States,[50-54],Men,13.617276544691059,70.00599880023995,14.937012597480503,1.4397120575884823
United States,[50-54],Women,16.18323664732947,65.59311862372475,13.242648529705932,4.980996199239848
United States,[55-59],Men,11.836093660765277,75.01427755568247,10.736721873215316,2.4129069103369503
United States,[55-59],Women,14.612198257391801,65.5049278674475,9.841451221254118,10.041422653906585
United States,[60-64],Men,10.714285714285714,76.38571428571429,9.042857142857144,3.8571428571428568
United States,[60-64],Women,13.542857142857143,61.57142857142858,8.57142857142857,16.314285714285713
United States,[65+],Men,7.000000000000001,73.2,6.0,13.800000000000004
United States,[65+],Women,8.345827086456769,39.88005997001499,5.997001499250388,45.77711144427785
